epoch,epoch_train_loss,epoch_loss_bce,epoch_loss_dice,epoch_loss_boundary,epoch_loss_distance,lr,batch_size,amp,epoch_time_sec
1,1.0010042716475094,0.5804878350566415,0.4102335002492456,0.0,0.10282933054601445,0.001,2,true,7.522
2,0.8376169344958138,0.49082982364822836,0.3429676197907504,0.0,0.03819492015549365,0.001,2,true,6.6152
3,0.7612238719182856,0.45263442397117615,0.30570052651798024,0.0,0.02888915435794522,0.001,2,true,6.735
4,0.765039489549749,0.4652188569307327,0.2969389610430774,0.0,0.028816720607745296,0.001,2,true,6.7976
5,0.671876740806243,0.4079908873228466,0.26162002893055186,0.0,0.022658327868317858,0.001,2,true,6.7833
6,0.6432946412002339,0.3944287251900224,0.24628258014426513,0.0,0.025833383668214083,0.001,2,true,6.5992
7,0.63718722234754,0.3992902912637767,0.23575656992547653,0.0,0.021403573179507956,0.001,2,true,6.548
8,0.5782399563228383,0.35904406668508754,0.2172139471068102,0.0,0.019819423405672696,0.001,2,true,6.541
9,0.5405330736847485,0.34064454278525186,0.19797610885956707,0.0,0.019124302739167914,0.001,2,true,6.978
10,0.5012907114099053,0.3164525527287932,0.182858044610304,0.0,0.019801078419036725,0.001,2,true,6.7581
11,0.5006498747012195,0.3202058773706941,0.17848950010888717,0.0,0.01954492408891811,0.001,2,true,6.6473
12,0.46229739048901725,0.2940901881631683,0.16635634969262517,0.0,0.018508495899903422,0.001,2,true,6.6439
13,0.44800351034192476,0.2894102409482002,0.15675212004605463,0.0,0.01841145321069395,0.001,2,true,6.6622
14,0.46806620499667,0.3038087907959433,0.16220351352411158,0.0,0.020539049072848523,0.001,2,true,6.3624
15,0.4852726639193647,0.31793446225278515,0.1654251252903658,0.0,0.019130728947108284,0.001,2,true,6.6044
16,0.4546314587487894,0.29294444445301504,0.15993154574843013,0.0,0.01755465239779476,0.001,2,true,6.8982
17,0.4445767459623954,0.2896764405510005,0.15304399237913244,0.0,0.018563110353972984,0.001,2,true,6.6946
18,0.41106514019124646,0.2640199293108547,0.14521565858055563,0.0,0.018295499496161938,0.001,2,true,6.6155
19,0.3867516364244854,0.24933500763247995,0.13575029285515056,0.0,0.016663379282416665,0.001,2,true,6.4376
20,0.38056792450301785,0.2445042891537442,0.13430740728097804,0.0,0.017562300925526547,0.001,2,true,6.5764
21,0.3698582285467316,0.2391156370148939,0.12907161432154038,0.0,0.01670975866727531,0.001,2,true,25.2879
22,0.36757347776609306,0.24177362463053534,0.12411571250242345,0.0,0.01684137389940374,0.001,2,true,6.8506
23,0.3657328394405982,0.23601767135893598,0.12805765078348272,0.0,0.016575192786095774,0.001,2,true,24.287
24,0.3407569185775869,0.22255216495079153,0.11656076066634234,0.0,0.016439931768485728,0.001,2,true,6.5996
25,0.38215353427564397,0.24887246682363398,0.1315668532077004,0.0,0.01714214583968415,0.001,2,true,6.2803
26,0.3774493731120053,0.2529003591660191,0.12290530082057505,0.0,0.016437149031416458,0.001,2,true,25.0129
27,0.46105817661565895,0.30601609059992957,0.15325569317621343,0.0,0.017863889430266094,0.001,2,true,6.6431
28,0.3835400548927924,0.2543342317290166,0.12747726720922134,0.0,0.01728558060987031,0.001,2,true,6.8648
29,0.32368053145268383,0.2091250781188993,0.11290091539130491,0.0,0.016545365838443533,0.001,2,true,6.2868
30,0.3874831826371305,0.25577130234416795,0.1300683179322411,0.0,0.016435623744173962,0.001,2,true,6.542
31,0.3586570936090806,0.23922845589763977,0.11778690622133367,0.0,0.01641729543916881,0.001,2,true,6.837
32,0.3466600609176299,0.23051320279345794,0.11450598783352796,0.0,0.01640871956067927,0.0005,2,true,6.6075
33,0.3144237797926454,0.20446340301457575,0.10838290347772486,0.0,0.015774728264659643,0.0005,2,true,6.471
34,0.3242248529020478,0.21130514451686075,0.11129106318249422,0.0,0.01628640978871023,0.0005,2,true,6.5954
35,0.28704118202714357,0.18646997783113928,0.09900626014260684,0.0,0.01564940907444586,0.0005,2,true,6.5964
36,0.29542846364133496,0.19314347492421374,0.10073738238390754,0.0,0.015476077616981724,0.0005,2,true,7.3759
37,0.27555710515555215,0.1802422603701844,0.09378324624370127,0.0,0.015315972295973231,0.0005,2,true,6.5103
38,0.29605213114443946,0.19127709659583428,0.1031971258275649,0.0,0.01577908089658355,0.0005,2,true,6.5467
39,0.29510558615712557,0.1938588106456925,0.09962848442442276,0.0,0.01618286466006847,0.0005,2,true,6.426
40,0.2792763087679358,0.18301096974926837,0.09471515522283666,0.0,0.01550186552819522,0.0005,2,true,6.4664
41,0.28433819421950507,0.18614805161076434,0.09665250690544352,0.0,0.015376370085184188,0.0005,2,true,6.4746
42,0.25768769181826534,0.16549470209900072,0.09067286463344798,0.0,0.01520123639527489,0.0005,2,true,6.8639
43,0.2667083131039844,0.1754643250914181,0.08974820287788615,0.0,0.01495782915941056,0.0005,2,true,6.8265
44,0.2691620500648723,0.1747751327998498,0.09280276473830729,0.0,0.0158415477421573,0.0005,2,true,6.561
45,0.2463243577410193,0.15949727638679392,0.0853176590274362,0.0,0.015094222651575418,0.00025,2,true,7.4787
46,0.24073140410815969,0.15538453157333768,0.08386178665301379,0.0,0.014850871363545166,0.00025,2,true,8.6343
47,0.23970434573643348,0.15366798102417412,0.08453185155111201,0.0,0.015045149964006507,0.00025,2,true,11.008
48,0.22492840666981304,0.1447165246833773,0.07864692631889791,0.0,0.015649559209123254,0.00025,2,true,15.1152
49,0.2482342220404569,0.16160732639186523,0.08511870310587041,0.0,0.015081972705529016,0.00025,2,true,16.0635
50,0.22789766201201608,0.1460928388816469,0.0803021779831718,0.0,0.015026463510687737,0.00025,2,true,10.0447
51,0.22492356006713474,0.1439833750619608,0.07949147504918716,0.0,0.014487091547754757,0.000125,2,true,6.8346
52,0.21572602123898618,0.13712411176632433,0.07712789230486926,0.0,0.014740168418296996,0.000125,2,true,6.762
53,0.21891976936775095,0.14058093310279005,0.07689819528776057,0.0,0.014406426070148455,0.000125,2,true,6.6587
54,0.20419427401879253,0.13108102210304318,0.0716607482994304,0.0,0.014525031862670885,0.000125,2,true,6.4397
55,0.21395996629315264,0.1369967962450841,0.07547464966773987,0.0,0.014885184327688287,0.000125,2,true,6.3288
56,0.2137614847982631,0.13571121784694054,0.07658167972284205,0.0,0.0146858599721728,0.000125,2,true,6.5544
57,0.2164121798294432,0.14025170640910373,0.07470558057813083,0.0,0.014548924587228718,6.25e-05,2,true,6.9049
58,0.1982408731299288,0.12447547255193486,0.07231958210468292,0.0,0.014458187705125003,6.25e-05,2,true,6.4698
59,0.20871844580944846,0.1326897453297587,0.07451374390546013,0.0,0.015149575452703764,6.25e-05,2,true,6.5044
60,0.2026856092407423,0.12939502649447499,0.0718238493975471,0.0,0.014667327597956447,6.25e-05,2,true,6.8233
61,0.21715631971464439,0.14077555936049013,0.07488309197566088,0.0,0.014976684428641902,6.25e-05,2,true,6.6506
62,0.21253028139472008,0.1389497334466261,0.07211299766512479,0.0,0.01467549055814743,6.25e-05,2,true,6.6114
63,0.2052537119563888,0.13028406855814598,0.07351090978173648,0.0,0.014587351011441034,6.25e-05,2,true,6.7132
64,0.19742929847801433,0.12605034077868743,0.06994296873317045,0.0,0.014359885278870077,6.25e-05,2,true,6.4576
65,0.19228320174357472,0.12249510450398221,0.06835454877685099,0.0,0.014335474013076985,6.25e-05,2,true,6.4181
66,0.19033784485038588,0.12284350406159372,0.06605773200007047,0.0,0.014366081148824272,6.25e-05,2,true,6.5644
67,0.19156509681659586,0.12267917350811117,0.06740067899227142,0.0,0.014852452187744133,3.125e-05,2,true,6.3397
68,0.1999094595803934,0.12706255299203537,0.07139545679092407,0.0,0.014514486291719711,3.125e-05,2,true,24.6389
