epoch,epoch_train_loss,epoch_loss_bce,epoch_loss_dice,epoch_loss_boundary,lr,batch_size,amp,epoch_time_sec
1,1.1964891307494219,0.6050144398913664,0.454304748598267,0.45723312917877645,0.001,2,true,4.3676
2,0.9686797594322878,0.49246177690870624,0.36915314109886394,0.356882780790329,0.001,2,true,3.8756
3,0.9112068782834446,0.4717175084001878,0.33336787101100473,0.35373829392825856,0.001,2,true,3.9589
4,0.8504982941290912,0.4407047401456272,0.3027864624472225,0.35669028408387127,0.001,2,true,3.4854
5,0.7803203410962049,0.40783946479068084,0.2695173831547008,0.3432116289349163,0.001,2,true,3.7025
6,0.7613588413771462,0.4075429741950596,0.25170835764969096,0.34035834187970443,0.001,2,true,4.0353
7,0.65920209534028,0.3439391632290447,0.21806333520833185,0.323998658972628,0.001,2,true,3.9915
8,0.6589019324849633,0.35274092940723195,0.212266545085346,0.3129815183141652,0.001,2,true,3.7085
9,0.6116438402849085,0.3267754311947262,0.19367503944565267,0.3039778606856571,0.001,2,true,3.4933
10,0.6090044607134426,0.33001987942877936,0.19118755266946905,0.2926567429128815,0.001,2,true,4.161
11,0.5587073976502699,0.30374368148691516,0.17413914729567134,0.2694152155343224,0.001,2,true,4.006
12,0.5464176211286994,0.3007417198489694,0.16664038160268,0.263451726121061,0.001,2,true,3.4996
13,0.5299849492662093,0.2901803119217648,0.16036680954344132,0.2647927469190429,0.001,2,true,3.5731
14,0.5161705814740237,0.2853107737267719,0.15337450714672313,0.2582843194113058,0.001,2,true,3.7695
15,0.5415431041927898,0.30105649767553105,0.16322035210974076,0.2575541515560711,0.001,2,true,3.9165
16,0.5109037511488971,0.2846967832130544,0.15080448985099792,0.2513415971223046,0.001,2,true,4.0071
17,0.48103494942188263,0.26472921494175405,0.1437950940693126,0.24170213061220505,0.001,2,true,3.9054
18,0.5157967709443149,0.28887204869705085,0.15288021809914532,0.24681499381275737,0.001,2,true,3.4695
19,0.46875552482464733,0.26197483938406496,0.13527583812966065,0.2383494662011371,0.001,2,true,3.9464
20,0.47770867189940286,0.26509668984833884,0.14119450046735652,0.23805827296832027,0.001,2,true,3.9077
21,0.4503961008261232,0.24740678729379878,0.13176669706316554,0.23740869015455246,0.001,2,true,4.1735
22,0.46390339118592877,0.2600070198669153,0.13535799612017238,0.2284612537306898,0.001,2,true,4.0388
23,0.45954404157750744,0.2586733832517091,0.13390367521959193,0.22322327775113723,0.001,2,true,3.6237
24,0.40794460475444794,0.22243829334483428,0.11768451596007627,0.2260726436096079,0.001,2,true,3.8306
25,0.39823678486487446,0.2153697673450498,0.11577149524408228,0.22365172557971058,0.001,2,true,3.9437
26,0.43236417498658686,0.23960269856102326,0.12354028487906736,0.2307373079306939,0.001,2,true,4.0641
27,0.40820854244863286,0.22639504579060218,0.11602531198193045,0.21929395615177996,0.001,2,true,3.7616
28,0.46458331889965954,0.25937706275897865,0.13723613760050604,0.22656704989426277,0.001,2,true,3.4301
29,0.4075589442954344,0.22176207492456718,0.11864137298920575,0.22385166234829845,0.001,2,true,3.8254
30,0.4026847876170102,0.2214273100390154,0.11474844112115748,0.2216967721195782,0.001,2,true,3.9942
31,0.3904575740589815,0.21174282449133255,0.11456096961217768,0.21384591170970133,0.0005,2,true,4.0181
32,0.3866117636070532,0.21318959357107387,0.11008831946288838,0.21111283188357072,0.0005,2,true,4.0348
33,0.35261718315236706,0.1915363176342319,0.10074225068092346,0.20112870743169503,0.0005,2,true,3.9605
34,0.3390524098101784,0.1836958483738058,0.0956271387198392,0.19909806330414379,0.0005,2,true,3.5326
35,0.3359694077688105,0.17902280280695243,0.09778079390525818,0.1972193625919959,0.0005,2,true,3.6629
36,0.3592550671275924,0.1981888514231233,0.10046098425107844,0.2020174367901157,0.0005,2,true,4.0932
37,0.3285411530557801,0.17585310339927673,0.09413303522502675,0.1951833691667108,0.0005,2,true,3.6075
38,0.3328043660696815,0.17777270692236283,0.09623328640180476,0.1959945671260357,0.0005,2,true,3.9347
39,0.3406069502234459,0.1836089818354915,0.09756620666560005,0.19810586685643478,0.0005,2,true,3.5502
40,0.3213959191651905,0.17000689226038315,0.09223432225339553,0.19718234021874034,0.0005,2,true,3.7724
