epoch,epoch_train_loss,epoch_loss_bce,epoch_loss_dice,epoch_loss_boundary,epoch_loss_distance,lr,batch_size,amp,epoch_time_sec
1,1.0731485135415022,0.6000375388299718,0.4506523766938378,0.0,0.22458587236264171,0.001,2,true,7.274
2,0.9325387583059424,0.5345787984483382,0.38729333702255697,0.0,0.10666616052827414,0.001,2,true,6.5662
3,0.8117218894117019,0.47157395850209627,0.33390217931831584,0.0,0.06245753903161077,0.001,2,true,6.8067
4,0.7511382821728202,0.44521307419328127,0.30117156137438383,0.0,0.047536475857829344,0.001,2,true,6.7249
5,0.7080701011068681,0.42873838719199686,0.27527637779712677,0.0,0.04055333838743322,0.001,2,true,6.6705
6,0.6931999071555979,0.4289050198653165,0.2607475598068798,0.0,0.035473285188131476,0.001,2,true,6.7019
7,0.6273956553024405,0.3874036292819416,0.23696636101778815,0.0,0.03025671626057695,0.001,2,true,6.7578
8,0.6111962356988121,0.38216986507177353,0.22629366289166844,0.0,0.02732709384358981,0.001,2,true,6.56
9,0.6012880469069761,0.37751984946868,0.2210513397174723,0.0,0.027168616542921346,0.001,2,true,6.3342
10,0.5698646017733742,0.35856670930105095,0.20880858424831839,0.0,0.0248930350986912,0.001,2,true,6.7007
11,0.5294615039054085,0.3330923857934335,0.1941763171378304,0.0,0.021927992183276835,0.001,2,true,6.4572
12,0.5220035831717884,0.3365957921042162,0.183223298367332,0.0,0.021844873013084427,0.001,2,true,6.7036
13,0.519298214246245,0.3311772811062196,0.18589228917570674,0.0,0.022286425810307264,0.001,2,true,6.8069
14,0.48810171642724204,0.3157585364054231,0.17035839838140152,0.0,0.01984787548837416,0.001,2,true,6.78
15,0.47710243481047016,0.3056483211762765,0.16945359987371109,0.0,0.020005082191132447,0.001,2,true,6.8556
16,0.47395773626425686,0.30687886564170613,0.16501628388376796,0.0,0.02062584528261248,0.001,2,true,6.6191
17,0.4407887967193828,0.28607766856165495,0.15283008796327255,0.0,0.018810421173625132,0.001,2,true,6.5082
18,0.45750317985520644,0.29559926820151944,0.15993169738965876,0.0,0.01972215693882283,0.001,2,true,6.6237
19,0.4171527102589607,0.26912449037327485,0.14603487183065975,0.0,0.01993346948395757,0.001,2,true,6.5432
20,0.42674164912279916,0.2781674704130958,0.14658098361071417,0.0,0.019931947785046172,0.001,2,true,6.7654
21,0.4074886730488609,0.2632913793272832,0.1421901969348683,0.0,0.020070942365290487,0.001,2,true,6.4058
22,0.3780967965722084,0.24649612517917857,0.12989852796582615,0.0,0.017021447255769196,0.001,2,true,6.7525
23,0.3995616063475609,0.2599803064675892,0.13772891198887544,0.0,0.01852391041157877,0.001,2,true,6.8008
24,0.3750817745047457,0.24387143201687755,0.12932291276314678,0.0,0.01887432798085844,0.001,2,true,6.8716
25,0.38016830779173794,0.24776476862676003,0.1304045039064744,0.0,0.019990341792650083,0.001,2,true,6.6536
26,0.3910001713563414,0.25763266511699734,0.13117638142669902,0.0,0.02191120803849224,0.001,2,true,7.0014
27,0.3798900908407043,0.25159793763476257,0.12636936412138097,0.0,0.01922790437717648,0.001,2,true,25.2015
28,0.40110760883373375,0.2599468923666898,0.1393221774521996,0.0,0.01838539299719474,0.001,2,true,6.7233
29,0.3852553836563054,0.24925769076627843,0.13411595014964833,0.0,0.018817402011550525,0.001,2,true,6.5744
30,0.3712024802670759,0.2449750950669541,0.12439134454025942,0.0,0.01836043974275098,0.001,2,true,6.4226
31,0.38046656329842177,0.2505199470940758,0.12793210850042455,0.0,0.020145058357978567,0.001,2,true,6.3902
32,0.3439854396616711,0.22312946266987743,0.11899416849893682,0.0,0.018618104897220347,0.0005,2,true,6.7425
33,0.3196100811747944,0.2075877027476535,0.11023423513945411,0.0,0.01788144199835027,0.0005,2,true,6.5154
34,0.2875032512580647,0.18484319330138319,0.10089590707245995,0.0,0.017641513060559246,0.0005,2,true,6.537
35,0.27701998764977737,0.176615060909706,0.09861458925639882,0.0,0.017903391819666412,0.0005,2,true,6.4095
36,0.30697987140978084,0.2012698654742802,0.10391715782530167,0.0,0.017928471432670075,0.0005,2,true,6.6208
37,0.2811833620071411,0.1832380809766405,0.09623094604295843,0.0,0.017143337508006132,0.0005,2,true,6.7427
38,0.28819188081166325,0.18637573324582157,0.10005905523019679,0.0,0.017570942503345365,0.0005,2,true,6.5172
39,0.29389655633884315,0.19036293205092936,0.10162924493060392,0.0,0.019043819622739273,0.0005,2,true,6.5172
40,0.29034484659924226,0.18726004616302602,0.10122153688879575,0.0,0.018632590880288798,0.0005,2,true,6.523
41,0.2731012991246055,0.17752980791470585,0.09378440765773549,0.0,0.017870843561147067,0.0005,2,true,6.4001
42,0.28488661085858064,0.1857267046237693,0.09726989882833817,0.0,0.018900083542308387,0.0005,2,true,6.5851
43,0.2921046430573744,0.19225177475634744,0.09800434287856608,0.0,0.018485245842705753,0.0005,2,true,6.307
44,0.2706214250887142,0.17475781480179114,0.09411201757543228,0.0,0.01751590146244887,0.0005,2,true,6.722
45,0.26347583576160316,0.17272054842289755,0.08898010762298808,0.0,0.01775181485230432,0.0005,2,true,6.5315
46,0.26963703071369843,0.17326813607531436,0.09455706968027003,0.0,0.01811824889634462,0.00025,2,true,6.3407
47,0.24251579975380616,0.15803875270135262,0.08269983354736776,0.0,0.017772109192960402,0.00025,2,true,6.5877
48,0.24805969766834202,0.163474553867298,0.08282930097159218,0.0,0.017558441045420134,0.00025,2,true,6.6167
49,0.24883139396415038,0.16004173063180027,0.08709365041816935,0.0,0.016960133469718343,0.00025,2,true,6.4264
50,0.2517901111175032,0.16330244063454516,0.08665675275466021,0.0,0.018309168462805888,0.00025,2,true,6.3817
51,0.24367091695175452,0.15711328277693076,0.08481328277026906,0.0,0.017443504403619206,0.00025,2,true,6.3143
52,0.23083294862333467,0.14866886879591382,0.08037422159138848,0.0,0.017898576580645406,0.00025,2,true,6.653
53,0.23695720030980952,0.15537053127499187,0.07978279538014356,0.0,0.018038735327803913,0.00025,2,true,6.6029
54,0.24030952418551726,0.15307625361225186,0.08548249742564033,0.0,0.017507763962973568,0.00025,2,true,6.5831
55,0.24657046707237468,0.1611532450598829,0.0836019226733376,0.0,0.01815298663945321,0.00025,2,true,23.6926
56,0.22991852549945607,0.14900636453838909,0.07917623572489794,0.0,0.01735925901790752,0.00025,2,true,6.3409
57,0.23699479900738774,0.15185536838629665,0.08339010967927821,0.0,0.017493217060452,0.00025,2,true,6.3559
58,0.22951101818505457,0.14908586289076245,0.07867728086078868,0.0,0.017478729625616002,0.00025,2,true,6.3391
59,0.21886699252268849,0.139348832780824,0.07774570058373843,0.0,0.017724598538787925,0.00025,2,true,6.4446
60,0.20843925568110802,0.1327280945637647,0.07395312715979184,0.0,0.017580321633859593,0.000125,2,true,6.547
61,0.20928173840922468,0.13335030328701525,0.0741397344014224,0.0,0.01791701965746196,0.000125,2,true,6.6641
62,0.21008928076309316,0.13547659073682392,0.07291179369477664,0.0,0.01700898168115493,0.000125,2,true,6.5225
63,0.20898865930297794,0.13408734419328325,0.07316907188471626,0.0,0.017322442973689997,0.000125,2,true,6.6091
64,0.19736857668441884,0.1256343040834455,0.06997754906906802,0.0,0.01756724141373792,0.000125,2,true,6.5844
65,0.20361251493587212,0.13055140919545116,0.07132140766171848,0.0,0.017396999317604828,0.000125,2,true,6.7335
66,0.20095942585783846,0.12748249335324063,0.07173058127655703,0.0,0.0174635179231272,6.25e-05,2,true,6.4747
67,0.1994694107595612,0.12825513127095559,0.06940878927707672,0.0,0.018054903402705404,6.25e-05,2,true,6.368
68,0.2070290895507616,0.1346983965486288,0.07061518465771395,0.0,0.01715507745907149,6.25e-05,2,true,6.4793
69,0.1931469775736332,0.1232393596540479,0.06820899949354284,0.0,0.01698617164648193,6.25e-05,2,true,6.3831
70,0.20071336210650556,0.12819338129723773,0.07080920128261342,0.0,0.01710778331000577,6.25e-05,2,true,6.7722
71,0.21251748962437406,0.13859620580778403,0.07217198697959676,0.0,0.01749298846184769,6.25e-05,2,true,6.4779
72,0.1930869353168151,0.12420813542078524,0.06713592830826254,0.0,0.017428716644644737,6.25e-05,2,true,6.6689
73,0.19830193019965114,0.12749422977075858,0.0690878112526501,0.0,0.017198907622300526,6.25e-05,2,true,6.718
74,0.19940519048010602,0.12920513814863036,0.06849202075425316,0.0,0.01708031023907311,6.25e-05,2,true,6.4654
75,0.19353211276671467,0.12420058535302386,0.06759619362214032,0.0,0.017353326849201146,3.125e-05,2,true,6.891
76,0.1937569739187465,0.12273070468183826,0.06929284421836629,0.0,0.017334260566927055,3.125e-05,2,true,6.2856
77,0.19875872354297078,0.12797575969906413,0.06912811451098498,0.0,0.016548489754581275,3.125e-05,2,true,6.619
78,0.18982777043300517,0.1206725632004878,0.06744147837162018,0.0,0.01713729029356995,3.125e-05,2,true,6.8031
79,0.19886536304565036,0.12826141057645574,0.06892839512404274,0.0,0.016755586572210577,3.125e-05,2,true,6.5521
80,0.19088314889984972,0.12292587855721221,0.0662379825816435,0.0,0.0171928778564667,3.125e-05,2,true,6.5854
81,0.19663693799692042,0.12588831113980098,0.06903565368231605,0.0,0.017129710478269878,3.125e-05,2,true,23.8051
82,0.1866850857349003,0.11869902076090083,0.06626623518326703,0.0,0.017198307782082874,3.125e-05,2,true,6.5609
83,0.1870627081131234,0.1189962078762405,0.06631969879655276,0.0,0.017468015498974743,3.125e-05,2,true,6.2817
84,0.19033066818819327,0.12470236289150574,0.06400421349441304,0.0,0.0162409336771816,3.125e-05,2,true,6.5322
85,0.18634286610519185,0.11828640716917374,0.0663497062290416,0.0,0.017067530795055276,3.125e-05,2,true,6.7573
86,0.19213551063747966,0.12280401368351544,0.06759005083757288,0.0,0.01741445906843771,3.125e-05,2,true,6.7699
87,0.18777496564914198,0.11915882063262603,0.0669118534116184,0.0,0.017042917459655332,1.5625e-05,2,true,6.2109
88,0.18308225427480304,0.11691994110451025,0.06451899689786575,0.0,0.01643318367902847,1.5625e-05,2,true,6.3159
89,0.19550130121848164,0.12658827795701869,0.0672391249853022,0.0,0.016738980625043896,1.5625e-05,2,true,6.339
90,0.19303541652419987,0.12360568958170273,0.0676935604389976,0.0,0.0173616585568251,1.5625e-05,2,true,6.3394
91,0.19132066868683872,0.12303382749943172,0.06659499424345353,0.0,0.016918490435380268,1.5625e-05,2,true,6.5496
92,0.1856660021140295,0.11888974466744591,0.06513186237391304,0.0,0.016443940208238715,1.5625e-05,2,true,6.4938
93,0.17965105373193235,0.1138836013920167,0.06407809608122882,0.0,0.01689356051878456,7.8125e-06,2,true,6.4022
