epoch,epoch_train_loss,epoch_loss_bce,epoch_loss_dice,lr
1,1.1248440146446228,0.5762970254701727,0.4115336274399477,0.001
2,0.936278760433197,0.4882025192765629,0.34179646302671995,0.001
3,0.866986062596826,0.4536048357977587,0.3087180125362733,0.001
4,0.8254315292134005,0.43503232650897083,0.28522765110520754,0.001
5,0.7318980693817139,0.3836700973265311,0.25054142054389505,0.001
6,0.7266392751651651,0.3918203303919119,0.23928290254929485,0.001
7,0.6649167888304767,0.3570251482374528,0.21719140603261836,0.001
8,0.6534191773218267,0.35847050696611404,0.20824540362638586,0.001
9,0.6360045881832347,0.3472699509824024,0.20209222681382122,0.001
10,0.5369935246074901,0.28518418485627456,0.17084639826241663,0.001
11,0.5491430619183708,0.29779207531143637,0.17050820326103883,0.001
12,0.52225503588424,0.28409069338265586,0.16098096265512354,0.001
13,0.5066020970835405,0.2827163351809277,0.150358787354301,0.001
14,0.5579086024971569,0.3124176868621041,0.16377618645920472,0.001
15,0.5563799326910692,0.3134723761502434,0.1622708089211408,0.001
16,0.5627530602847829,0.31239863178309274,0.1734487353002324,0.001
17,0.4721166596693151,0.2591746905270745,0.14076202406602747,0.0005
18,0.42723195254802704,0.2277160348261104,0.13127741918844335,0.0005
19,0.41977111469296846,0.22463533808203304,0.12785320334574757,0.0005
20,0.4046998874229543,0.2155436807695557,0.1219174011665232,0.0005
21,0.38357918271247077,0.20387182581950636,0.11463433854720172,0.0005
22,0.36944618207566876,0.19562946676331408,0.1098756912876578,0.0005
23,0.39796694061335397,0.2123437254306148,0.11968461818554822,0.0005
24,0.34934231726562276,0.18397390185033574,0.10324521801050972,0.00025
25,0.3582713051753886,0.18860352017423687,0.10726784695597257,0.00025
26,0.35053321675342675,0.18723759361926248,0.10245596924248863,0.00025
27,0.3520577830426833,0.18935526841703584,0.10207604397745694,0.00025
28,0.34172263785320167,0.18026409561143203,0.09975472180282369,0.00025
29,0.3353432991048869,0.1759660336024621,0.09856351245852078,0.00025
30,0.3457561617388445,0.18147356282262242,0.10317953807466171,0.00025
31,0.3207157262984444,0.168924381627756,0.09295330503407646,0.00025
32,0.3343922333682285,0.1799195174346952,0.09545486727181603,0.00025
33,0.3304986050900291,0.1730397856410812,0.09578199684619904,0.00025
34,0.33836231249220233,0.17984628502060385,0.0976748370072421,0.00025
35,0.3011893152314074,0.15721539079266436,0.0874926202437457,0.000125
36,0.2974199740325703,0.15440230224938953,0.08586773013367373,0.000125
37,0.28621821412268805,0.1469907000222627,0.08305345650981455,0.000125
38,0.2953652998103815,0.1508049318457351,0.08763494298738592,0.000125
39,0.2867929633049404,0.1481759510934353,0.08305873678011053,0.000125
40,0.2931942466427298,0.1525060264941524,0.08457479056190043,0.000125
41,0.29081613745759516,0.14949895901715055,0.08469506221659043,0.000125
42,0.2806468426304705,0.14292732823420973,0.08180373731781454,0.000125
43,0.2873188445673269,0.1481327009113396,0.08329498680198894,0.000125
44,0.2682765656534363,0.13412786757244782,0.07909972089178421,0.000125
45,0.2717796809533063,0.14010238976163022,0.07708931670469396,6.25e-05
46,0.27306002071675134,0.1388805449447211,0.07971673239679898,6.25e-05
47,0.27284840625875134,0.13743647089337602,0.07996727526187897,6.25e-05
48,0.26438598115654555,0.13467478401520672,0.07523898166768692,6.25e-05
49,0.26441700844203725,0.13364999368786812,0.0765981945921393,6.25e-05
50,0.25672856762128715,0.12998465185656266,0.0731578215080149,6.25e-05
51,0.2670152665061109,0.13546107227311416,0.07704661348286797,3.125e-05
52,0.26601996930206523,0.13444258776657722,0.07732621098265928,3.125e-05
53,0.26210501264123354,0.13249435330576756,0.07611987345358905,3.125e-05
54,0.2509702067164814,0.12673349305987358,0.0713543514995014,3.125e-05
55,0.2602856084704399,0.13201255263651118,0.07510296649792615,3.125e-05
56,0.2542986769010039,0.12767857225502238,0.07363962513559005,3.125e-05
57,0.2594442091443959,0.131999644505627,0.07424883982714485,1.5625e-05
58,0.2505179967950372,0.1236019822604516,0.0741367147249334,1.5625e-05
