seed,c1_run_name,b1_run_name,stage,dataset,model_name,config_version,train_proto_version,eval_proto_version,eval_cast_policy,boundary_metric_width,boundary_metric_impl,connected_components_impl,connected_components_connectivity,insert_position,kernel_size,result_tag,aggregation,testA_f1_c1,testA_f1_b1,testA_f1_delta,testA_objdice_c1,testA_objdice_b1,testA_objdice_delta,testA_object_hausdorff_c1,testA_object_hausdorff_b1,testA_object_hausdorff_delta,testA_dice_c1,testA_dice_b1,testA_dice_delta,testA_iou_c1,testA_iou_b1,testA_iou_delta,testA_hd95_c1,testA_hd95_b1,testA_hd95_delta,testA_boundary_f1_c1,testA_boundary_f1_b1,testA_boundary_f1_delta,testB_f1_c1,testB_f1_b1,testB_f1_delta,testB_objdice_c1,testB_objdice_b1,testB_objdice_delta,testB_object_hausdorff_c1,testB_object_hausdorff_b1,testB_object_hausdorff_delta,testB_dice_c1,testB_dice_b1,testB_dice_delta,testB_iou_c1,testB_iou_b1,testB_iou_delta,testB_hd95_c1,testB_hd95_b1,testB_hd95_delta,testB_boundary_f1_c1,testB_boundary_f1_b1,testB_boundary_f1_delta
3407,C1_R34UNet_LKMA_GlaS_v1_seed3407,B1_ResNet34_UNet_GlaS_seed3407,C1,GlaS,resnet34_unet_lkma,C1_LKMA_v1,train_proto_v1,eval_proto_v1,float32_before_threshold,3,binary_erosion_xor_plus_binary_dilation,scipy.ndimage.label,8,,,formal_main,single_seed,0.7582346505105301,0.743200682815068,0.015033967695462058,0.8505402845037691,0.8279926219641103,0.022547662539658786,61.27198143585543,66.58434398133615,-5.312362545480717,0.9159254308796231,0.9161002444141223,-0.00017481353449921855,0.8510114361412757,0.8517533112967669,-0.0007418751554911784,33.94424016793566,32.10212933063505,1.8421108373006092,0.7645653782493039,0.753013346101723,0.011552032147580937,0.6789693420614473,0.6798001149887339,-0.000830772927286616,0.8376465149077352,0.8422597506490248,-0.004613235741289579,90.91743778679931,89.157913323083,1.7595244637163177,0.9126559940506557,0.9193192719348443,-0.006663277884188634,0.8491225636636871,0.8580848042082478,-0.00896224054456074,27.44404586791992,24.9537736415863,2.490272226333623,0.7088303026263323,0.710599772508981,-0.0017694698826486999
1234,C1_R34UNet_LKMA_GlaS_v1_seed1234,B1_ResNet34_UNet_GlaS_seed1234,C1,GlaS,resnet34_unet_lkma,C1_LKMA_v1,train_proto_v1,eval_proto_v1,float32_before_threshold,3,binary_erosion_xor_plus_binary_dilation,scipy.ndimage.label,8,,,formal_main,single_seed,0.7637934967607134,0.7624644876326178,0.0013290091280956373,0.8375588376659385,0.8380863206464632,-0.0005274829805246295,72.35582545915149,69.59162301010662,2.7642024490448733,0.9257540168768809,0.9222333578027209,0.003520659074159993,0.8656603944025114,0.8599762210340968,0.005684173368414647,34.08705036083855,32.45555891911188,1.6314914417266735,0.772961093323563,0.7733688443027982,-0.00040775097923517745,0.708561847938783,0.6491744546788967,0.05938739325988629,0.823401122216389,0.8087669111059343,0.014634211110454598,98.8558531801674,104.60376111207847,-5.747907931911072,0.9081687013127933,0.9049178866551606,0.0032508146576326613,0.8400432999085382,0.8363681402501528,0.003675159658385385,31.287384314537036,29.428445873260493,1.8589384412765426,0.7045960006327577,0.6980549945818304,0.006541006050927334
2025,C1_R34UNet_LKMA_GlaS_v1_seed2025,B1_ResNet34_UNet_GlaS_seed2025,C1,GlaS,resnet34_unet_lkma,C1_LKMA_v1,train_proto_v1,eval_proto_v1,float32_before_threshold,3,binary_erosion_xor_plus_binary_dilation,scipy.ndimage.label,8,,,formal_main,single_seed,0.6988948861369666,0.7436836523984018,-0.04478876626143524,0.8167102126416365,0.8414801307725998,-0.024769918130963298,77.59987713288498,65.81710423044692,11.782772902438069,0.9124893088880524,0.9123362476731954,0.00015306121485691992,0.8460403747335783,0.848858536823107,-0.002818162089528675,32.35862205187479,35.501312557856224,-3.1426905059814345,0.7487801189228163,0.7583969659095345,-0.009616846986718275,0.7116510604978097,0.6887206807640244,0.02293037973378531,0.833227769336831,0.8163788191236162,0.016848950213214753,92.54732282952666,99.32674481156033,-6.779421982033668,0.9152193372187727,0.9164411551988645,-0.0012218179800917994,0.8542149381433943,0.8555290147127734,-0.0013140765693790968,25.815377659797647,22.716917314529407,3.09846034526824,0.710573510217741,0.7182575774646804,-0.0076840672469394855
