run_name,stage,seed,split_role,metric_name,metric_value,config_version,train_proto_version,eval_proto_version,aggregation
A2_UNet_GlaS_seed2025,A2,2025,testB,IoU,0.8134644820352117,original_protocol_reproduction,train_proto_v1,eval_proto_v1,single_seed_sample_mean
A2_UNet_GlaS_seed2025,A2,2025,testB,HD95,39.37287527084349,original_protocol_reproduction,train_proto_v1,eval_proto_v1,single_seed_sample_mean
A2_UNet_GlaS_seed2025,A2,2025,testB,Boundary F1,0.6434461816841813,original_protocol_reproduction,train_proto_v1,eval_proto_v1,single_seed_sample_mean
B1_ResNet34_UNet_GlaS_seed3407,B1,3407,testA,F1,0.6572524065359923,original_protocol_reproduction,train_proto_v1,eval_proto_v1,single_seed_sample_mean
B1_ResNet34_UNet_GlaS_seed3407,B1,3407,testA,Object Dice,0.7959707472837643,original_protocol_reproduction,train_proto_v1,eval_proto_v1,single_seed_sample_mean
B1_ResNet34_UNet_GlaS_seed3407,B1,3407,testA,Object Hausdorff,83.95235218913025,original_protocol_reproduction,train_proto_v1,eval_proto_v1,single_seed_sample_mean
B1_ResNet34_UNet_GlaS_seed3407,B1,3407,testA,Dice,0.9036527392470665,original_protocol_reproduction,train_proto_v1,eval_proto_v1,single_seed_sample_mean
B1_ResNet34_UNet_GlaS_seed3407,B1,3407,testA,IoU,0.8312296136450056,original_protocol_reproduction,train_proto_v1,eval_proto_v1,single_seed_sample_mean
B1_ResNet34_UNet_GlaS_seed3407,B1,3407,testA,HD95,38.006063938140855,original_protocol_reproduction,train_proto_v1,eval_proto_v1,single_seed_sample_mean
B1_ResNet34_UNet_GlaS_seed3407,B1,3407,testA,Boundary F1,0.7200427504106368,original_protocol_reproduction,train_proto_v1,eval_proto_v1,single_seed_sample_mean
B1_ResNet34_UNet_GlaS_seed3407,B1,3407,testB,F1,0.6666923917156117,original_protocol_reproduction,train_proto_v1,eval_proto_v1,single_seed_sample_mean
B1_ResNet34_UNet_GlaS_seed3407,B1,3407,testB,Object Dice,0.8326697028206805,original_protocol_reproduction,train_proto_v1,eval_proto_v1,single_seed_sample_mean
B1_ResNet34_UNet_GlaS_seed3407,B1,3407,testB,Object Hausdorff,97.55786113495802,original_protocol_reproduction,train_proto_v1,eval_proto_v1,single_seed_sample_mean
B1_ResNet34_UNet_GlaS_seed3407,B1,3407,testB,Dice,0.9142674232453535,original_protocol_reproduction,train_proto_v1,eval_proto_v1,single_seed_sample_mean
B1_ResNet34_UNet_GlaS_seed3407,B1,3407,testB,IoU,0.8490353314889122,original_protocol_reproduction,train_proto_v1,eval_proto_v1,single_seed_sample_mean
B1_ResNet34_UNet_GlaS_seed3407,B1,3407,testB,HD95,30.29373172044752,original_protocol_reproduction,train_proto_v1,eval_proto_v1,single_seed_sample_mean
B1_ResNet34_UNet_GlaS_seed3407,B1,3407,testB,Boundary F1,0.702122865075256,original_protocol_reproduction,train_proto_v1,eval_proto_v1,single_seed_sample_mean
B1_ResNet34_UNet_GlaS_seed1234,B1,1234,testA,F1,0.8172626075660017,original_protocol_reproduction,train_proto_v1,eval_proto_v1,single_seed_sample_mean
B1_ResNet34_UNet_GlaS_seed1234,B1,1234,testA,Object Dice,0.8719888321898611,original_protocol_reproduction,train_proto_v1,eval_proto_v1,single_seed_sample_mean
B1_ResNet34_UNet_GlaS_seed1234,B1,1234,testA,Object Hausdorff,52.8654593096799,original_protocol_reproduction,train_proto_v1,eval_proto_v1,single_seed_sample_mean
B1_ResNet34_UNet_GlaS_seed1234,B1,1234,testA,Dice,0.9225763055651994,original_protocol_reproduction,train_proto_v1,eval_proto_v1,single_seed_sample_mean
B1_ResNet34_UNet_GlaS_seed1234,B1,1234,testA,IoU,0.8617442399778525,original_protocol_reproduction,train_proto_v1,eval_proto_v1,single_seed_sample_mean
B1_ResNet34_UNet_GlaS_seed1234,B1,1234,testA,HD95,32.541906167666106,original_protocol_reproduction,train_proto_v1,eval_proto_v1,single_seed_sample_mean
B1_ResNet34_UNet_GlaS_seed1234,B1,1234,testA,Boundary F1,0.7830112796176444,original_protocol_reproduction,train_proto_v1,eval_proto_v1,single_seed_sample_mean
B1_ResNet34_UNet_GlaS_seed1234,B1,1234,testB,F1,0.7477888124946948,original_protocol_reproduction,train_proto_v1,eval_proto_v1,single_seed_sample_mean
B1_ResNet34_UNet_GlaS_seed1234,B1,1234,testB,Object Dice,0.8247811015736953,original_protocol_reproduction,train_proto_v1,eval_proto_v1,single_seed_sample_mean
B1_ResNet34_UNet_GlaS_seed1234,B1,1234,testB,Object Hausdorff,94.20404675678613,original_protocol_reproduction,train_proto_v1,eval_proto_v1,single_seed_sample_mean
B1_ResNet34_UNet_GlaS_seed1234,B1,1234,testB,Dice,0.9000434600010326,original_protocol_reproduction,train_proto_v1,eval_proto_v1,single_seed_sample_mean
B1_ResNet34_UNet_GlaS_seed1234,B1,1234,testB,IoU,0.8303649776647711,original_protocol_reproduction,train_proto_v1,eval_proto_v1,single_seed_sample_mean
