epoch,epoch_train_loss,epoch_loss_bce,epoch_loss_dice,lr
1,0.9423369975651011,0.5479208669241737,0.394416126258233,0.001
2,0.738649878431769,0.43505627179847045,0.30359360488022075,0.001
3,0.7167966821614433,0.4392952296663733,0.277501453371609,0.001
4,0.6972300515455359,0.4348522240624708,0.2623778309892206,0.001
5,0.6362593393115437,0.39558613125015707,0.24067320893792546,0.001
6,0.56474990178557,0.3499247085522203,0.21482519454815807,0.001
7,0.5548624966074439,0.3491598692010431,0.205702625653323,0.001
8,0.500135146519717,0.31767575004521537,0.18245939647450166,0.001
9,0.5256920237751568,0.3368352870730793,0.1888567419613109,0.001
10,0.4971006311037961,0.3230927823220982,0.17400785228785345,0.001
11,0.5258100181818008,0.340758774210425,0.18505124484791474,0.001
12,0.48677237682482777,0.31340472575496225,0.17336764844024882,0.001
13,0.45104347958284263,0.2920965302516432,0.15894695327562444,0.001
14,0.4649495526271708,0.30118393919923725,0.16376561452360713,0.001
15,0.4462595406700583,0.29191761332399707,0.15434193085221684,0.001
16,0.4231218590455897,0.2739773813415976,0.14914447682745316,0.001
17,0.42093846464858337,0.2760572810383404,0.14488118448678186,0.001
18,0.4619043373009738,0.3002858679084217,0.16161847202216878,0.001
19,0.392184279859066,0.25475479246062394,0.13742948893238516,0.0005
20,0.33982005496235457,0.21690288405208027,0.12291717266335207,0.0005
21,0.3415623942718786,0.2220870602656813,0.11947533400619731,0.0005
22,0.3347463989082505,0.2144478975849993,0.12029850044671227,0.0005
23,0.3350355581325643,0.21437130211030736,0.12066425383090973,0.0005
24,0.32668164503924985,0.21503251374644392,0.11164913107367123,0.0005
25,0.29085374448229284,0.185709538486074,0.10514420533881468,0.0005
26,0.29780831889194603,0.1929383264744983,0.10486999154090881,0.00025
27,0.2699863336542073,0.1702913729583516,0.09969496201066409,0.00025
28,0.2673826511291897,0.17118769292445743,0.09619495623251971,0.00025
29,0.26410748546614365,0.1686354229117141,0.09547206233529483,0.00025
30,0.258608097977498,0.16611215077778874,0.09249594719970927,0.00025
31,0.2589312572689617,0.16464225509587457,0.09428900217308718,0.00025
32,0.3013993900488405,0.1950611903825227,0.10633820120026083,0.00025
33,0.2684883260551621,0.1724794250639046,0.09600890208693112,0.00025
34,0.25152361217667074,0.16121123117559097,0.09031238012454089,0.00025
35,0.26459090017220555,0.1714437860338127,0.09314711391925812,0.00025
36,0.27321409609387903,0.1767075364204014,0.0965065614265554,0.00025
37,0.2672303435118759,0.1748246620683109,0.09240567947135252,0.00025
38,0.24665106613846385,0.1593298491309671,0.08732121569268844,0.00025
39,0.2450699245228487,0.15934470273992596,0.08572522156378802,0.00025
40,0.2248109675505582,0.14287072946043575,0.08194023809012245,0.00025
41,0.2542242210577516,0.16852175159489408,0.08570246749064502,0.00025
42,0.24271324364578023,0.15876676953014204,0.0839464743347729,0.00025
43,0.240512801662964,0.15365537781925762,0.08685742143322439,0.00025
44,0.2587653483976336,0.1687481451560469,0.09001720302245196,0.00025
45,0.23774975275292115,0.1551769220215433,0.0825728318270515,0.00025
46,0.2421741222634035,0.15605254789047382,0.0861215731676887,0.00025
47,0.23910722224151387,0.15477050555979505,0.0843367182156619,0.00025
48,0.2263876975459211,0.14621149726650295,0.08017619918374454,0.00025
49,0.243591568487532,0.1590105198761996,0.08458104729652405,0.00025
50,0.2364787831902504,0.15618346916402087,0.0802953138070948,0.00025
51,0.22882484776132248,0.14642028598224416,0.0824045635321561,0.00025
52,0.2226640108753653,0.14344112509313753,0.07922288424828473,0.00025
53,0.2340955111910315,0.15166575439712582,0.08242975701304044,0.00025
54,0.2095025503898368,0.13477432004669132,0.07472823121968437,0.000125
55,0.21341457546633832,0.13666832249830752,0.07674625252976137,0.000125
56,0.21377000344150207,0.1403634138405323,0.07340658938183504,0.000125
57,0.20882300835321932,0.13531627681325464,0.07350673132082995,0.000125
58,0.19758805347716107,0.12846245835809147,0.06912559446166544,0.000125
59,0.20481969854410956,0.13032332632471533,0.07449637178112478,0.000125
60,0.1972087332431008,0.12766550525146372,0.06954322667682872,0.000125
61,0.1977435435880633,0.1288183105780798,0.06892523344825296,0.000125
62,0.19406864441492977,0.12467273006982663,0.06939591555034413,0.000125
63,0.2009600265061154,0.13070139453253327,0.07025863142574534,0.000125
64,0.22540715643588236,0.147505028940299,0.0779021268381792,0.000125
65,0.1852480006568572,0.1200153393780484,0.06523266171707827,0.000125
66,0.18683507052414558,0.11898231966530576,0.06785275129710927,0.000125
67,0.1924676161040278,0.12402732648393687,0.06844029005836039,0.000125
68,0.193299092571525,0.12563007105799281,0.06766902085612803,0.000125
69,0.1799429381156669,0.11506615469560903,0.06487678517313565,6.25e-05
70,0.18306507520815907,0.11867891471175586,0.06438616093467264,6.25e-05
71,0.17193529689136675,0.11000562338706325,0.06192967383300557,6.25e-05
72,0.17929214830784237,0.115806773524074,0.06348537434549893,6.25e-05
73,0.19045201228821979,0.1250875289825832,0.0653644826482324,6.25e-05
74,0.17873934809775913,0.11509027003365405,0.06364907850237454,6.25e-05
75,0.17464558714452913,0.11288978071773753,0.06175580796073465,3.125e-05
76,0.1755864824004033,0.1120618571910788,0.06352462575716131,3.125e-05
77,0.171151179162895,0.11035008465542513,0.0608010949457393,3.125e-05
78,0.178062096457271,0.11523758762461297,0.06282450872309067,3.125e-05
79,0.17708569195340662,0.11559026052846628,0.06149543120580561,3.125e-05
80,0.18128258975989678,0.11900308070813909,0.06227950927089242,3.125e-05
81,0.17934245638111057,0.11490514874458313,0.06443730697912328,1.5625e-05
82,0.17530135810375214,0.11340147519812864,0.061899883782162386,1.5625e-05
