epoch,epoch_train_loss,epoch_loss_bce,epoch_loss_dice,epoch_loss_boundary,epoch_loss_distance,lr,batch_size,amp,epoch_time_sec
1,1.03658127784729,0.608759822214351,0.42782145913909464,0.0,0.0,0.001,2,true,8.4797
2,0.9344092625028947,0.5705746666473501,0.3638345958555446,0.0,0.0,0.001,2,true,7.675
3,0.8562255256316241,0.5280207334195867,0.32820479133549857,0.0,0.0,0.001,2,true,7.4053
4,0.8827427502940682,0.5468361211173675,0.33590662742362304,0.0,0.0,0.001,2,true,10.0465
5,0.7814950206700493,0.48979974581914787,0.29169527309782367,0.0,0.0,0.001,2,true,7.2145
6,0.7679487834958469,0.48803086841807647,0.27991791595430937,0.0,0.0,0.001,2,true,7.8704
7,0.7490939804736305,0.47186337411403656,0.2772306098657496,0.0,0.0,0.001,2,true,7.4705
8,0.7659307481611476,0.4895387554869932,0.27639200143954334,0.0,0.0,0.001,2,true,7.3346
9,0.7262223652180504,0.46138492226600647,0.2648374368162716,0.0,0.0,0.001,2,true,7.4039
10,0.7507965249173781,0.48233521335265217,0.2684613098116482,0.0,0.0,0.001,2,true,7.2297
11,0.7303925402024213,0.4660063657690497,0.2643861779395272,0.0,0.0,0.001,2,true,7.0103
12,0.6766789862338234,0.43206144080442543,0.2446175489355536,0.0,0.0,0.001,2,true,6.87
13,0.6620398689718807,0.4261152551454656,0.23592461207333734,0.0,0.0,0.001,2,true,6.9871
14,0.6717651100719676,0.43630935865290027,0.23545575580176184,0.0,0.0,0.001,2,true,6.685
15,0.6712067337597117,0.43372998912544813,0.23747674068983862,0.0,0.0,0.001,2,true,6.9824
16,0.6579190212137559,0.4244057527359794,0.2335132649716209,0.0,0.0,0.001,2,true,7.1445
17,0.6440745118786307,0.41436517326270833,0.22970933949246125,0.0,0.0,0.001,2,true,6.8696
18,0.6179253353792078,0.3985928318956319,0.2193325039218454,0.0,0.0,0.0005,2,true,6.9538
19,0.5783501504098668,0.3712369576096535,0.20711319674463832,0.0,0.0,0.0005,2,true,9.5319
20,0.5730100852601668,0.36866285432787504,0.20434722830267513,0.0,0.0,0.0005,2,true,6.9693
21,0.6135878887246636,0.398934365633656,0.21465352528235493,0.0,0.0,0.0005,2,true,6.8068
22,0.5430911455084296,0.3525969938320272,0.190494146417169,0.0,0.0,0.0005,2,true,7.0571
23,0.5681491318870994,0.36668943920556235,0.20145969092845917,0.0,0.0,0.0005,2,true,7.0128
24,0.5387114961357677,0.3482825186322717,0.1904289853923461,0.0,0.0,0.0005,2,true,6.9886
25,0.5558927874354755,0.35815619852613,0.19773658934761495,0.0,0.0,0.0005,2,true,7.1858
26,0.5117924721801982,0.334930894567686,0.1768615780507817,0.0,0.0,0.0005,2,true,6.954
27,0.5406222264556324,0.3499331522513838,0.1906890755190569,0.0,0.0,0.0005,2,true,6.94
