epoch,epoch_train_loss,epoch_loss_bce,epoch_loss_dice,epoch_loss_boundary,epoch_loss_distance,lr,batch_size,amp,epoch_time_sec
57,0.22971249108805375,0.14885252889464884,0.079362591399866,0.0,0.014973710811532596,0.000125,2,true,6.6138
58,0.2216954231262207,0.1432604182730703,0.0768528212519253,0.0,0.015821827657739904,0.000125,2,true,6.5617
59,0.22567416771369822,0.1434705253033077,0.08063007803524241,0.0,0.01573564068359487,0.000125,2,true,6.742
60,0.22562515100135522,0.14596164270358927,0.07807950149564181,0.0,0.01584007962168578,0.000125,2,true,7.2171
61,0.2181172272300019,0.14203555290313327,0.07454115327666788,0.0,0.015405229539336526,0.000125,2,true,6.8318
62,0.216692250002833,0.1377508166958304,0.07738168712924509,0.0,0.01559746969381676,0.000125,2,true,6.8238
63,0.2150417579447522,0.13844738911618204,0.07507120335803312,0.0,0.015231661553330281,6.25e-05,2,true,6.9631
64,0.21650904811480465,0.138301932855564,0.0766318712164374,0.0,0.015752445112037307,6.25e-05,2,true,6.4482
65,0.20939814102123766,0.1353070554049576,0.072524913093623,0.0,0.01566171333851183,6.25e-05,2,true,6.4076
66,0.20717251936302467,0.13164917390574427,0.0739535373799941,0.0,0.01569805049118312,6.25e-05,2,true,6.1941
67,0.21468048367430181,0.137375946430599,0.07577415161273059,0.0,0.015303855419487637,6.25e-05,2,true,6.4288
68,0.20559345207670154,0.13189869878046653,0.07216409988263074,0.0,0.01530653825851486,6.25e-05,2,true,6.5562
69,0.20812435141381094,0.13295427140067606,0.07365743991206675,0.0,0.01512639331357444,3.125e-05,2,true,6.6259
70,0.21190497629782734,0.1367635551620932,0.07353392155731425,0.0,0.01607499993406236,3.125e-05,2,true,6.692
