epoch,epoch_train_loss,epoch_loss_bce,epoch_loss_dice,epoch_loss_boundary,epoch_loss_distance,lr,batch_size,amp,epoch_time_sec
1,0.9423369975651011,0.5479208669241737,0.394416126258233,0.0,0.0,0.001,2,true,8.2153
2,0.738649878431769,0.43505627179847045,0.30359360488022075,0.0,0.0,0.001,2,true,7.9407
3,0.7167966821614433,0.4392952296663733,0.277501453371609,0.0,0.0,0.001,2,true,7.6519
4,0.6972300515455359,0.4348522240624708,0.2623778309892206,0.0,0.0,0.001,2,true,7.4932
5,0.6362593393115437,0.39558613125015707,0.24067320893792546,0.0,0.0,0.001,2,true,7.8111
6,0.56474990178557,0.3499247085522203,0.21482519454815807,0.0,0.0,0.001,2,true,7.7635
7,0.5548624966074439,0.3491598692010431,0.205702625653323,0.0,0.0,0.001,2,true,7.6189
8,0.500135146519717,0.31767575004521537,0.18245939647450166,0.0,0.0,0.001,2,true,7.4938
9,0.5256920237751568,0.3368352870730793,0.1888567419613109,0.0,0.0,0.001,2,true,7.5971
10,0.4971006311037961,0.3230927823220982,0.17400785228785345,0.0,0.0,0.001,2,true,7.6916
11,0.5258100181818008,0.340758774210425,0.18505124484791474,0.0,0.0,0.001,2,true,7.366
12,0.48677237682482777,0.31340472575496225,0.17336764844024882,0.0,0.0,0.001,2,true,7.4843
13,0.45104347958284263,0.2920965302516432,0.15894695327562444,0.0,0.0,0.001,2,true,7.738
14,0.4649495526271708,0.30118393919923725,0.16376561452360713,0.0,0.0,0.001,2,true,7.529
15,0.4462595406700583,0.29191761332399707,0.15434193085221684,0.0,0.0,0.001,2,true,7.7177
16,0.4231218590455897,0.2739773813415976,0.14914447682745316,0.0,0.0,0.001,2,true,7.4644
17,0.42093846464858337,0.2760572810383404,0.14488118448678186,0.0,0.0,0.001,2,true,7.6323
18,0.4619043373009738,0.3002858679084217,0.16161847202216878,0.0,0.0,0.001,2,true,7.5376
19,0.392184279859066,0.25475479246062394,0.13742948893238516,0.0,0.0,0.0005,2,true,7.5037
20,0.33982005496235457,0.21690288405208027,0.12291717266335207,0.0,0.0,0.0005,2,true,7.4332
21,0.3415623942718786,0.2220870602656813,0.11947533400619731,0.0,0.0,0.0005,2,true,7.4838
22,0.3347463989082505,0.2144478975849993,0.12029850044671227,0.0,0.0,0.0005,2,true,7.6891
23,0.3350355581325643,0.21437130211030736,0.12066425383090973,0.0,0.0,0.0005,2,true,7.6283
24,0.32668164503924985,0.21503251374644392,0.11164913107367123,0.0,0.0,0.0005,2,true,7.3666
25,0.29085374448229284,0.185709538486074,0.10514420533881468,0.0,0.0,0.0005,2,true,7.4475
26,0.29780831889194603,0.1929383264744983,0.10486999154090881,0.0,0.0,0.00025,2,true,7.5887
