epoch,epoch_train_loss,epoch_loss_bce,epoch_loss_dice,epoch_loss_boundary,lr,batch_size,amp,epoch_time_sec
48,0.2761187255382538,0.14243834312347806,0.07971661932328168,0.17987919774125605,0.000125,2,true,3.7833
49,0.2783519958748537,0.1441747397184372,0.08000446680714102,0.18057596091838443,0.000125,2,true,4.1906
50,0.2623965100330465,0.1353132266770391,0.07327159800950218,0.1793722793021623,0.000125,2,true,3.5983
51,0.2532053304945721,0.12688281671965823,0.0736973557402106,0.1754171846105772,0.000125,2,true,3.9247
52,0.25512737167232175,0.12923562964972327,0.07338571110192467,0.17502008816775153,0.000125,2,true,3.8125
53,0.26304109876646714,0.13438419186893633,0.07507205184768229,0.17861618276904612,0.000125,2,true,3.7348
54,0.250948507557897,0.1261151752927724,0.07238773388021133,0.17481865339419422,0.000125,2,true,4.1931
55,0.2689396734623348,0.14035595909637563,0.0751956201651517,0.17796030662515583,6.25e-05,2,true,4.0409
56,0.257499111487585,0.13240480685935302,0.07250741474768695,0.17528962387758143,6.25e-05,2,true,3.5194
57,0.2523310486884678,0.12829007449395516,0.07187487097347484,0.1738870043088408,6.25e-05,2,true,3.46
58,0.24562088531606338,0.12430786998832927,0.069631147034028,0.1722728897105245,6.25e-05,2,true,3.4668
59,0.25429101113010855,0.1276490486720029,0.0739908647887847,0.17550364925580866,6.25e-05,2,true,3.4621
60,0.26140841885524635,0.13452821597456932,0.07386772422229543,0.17670825759277625,6.25e-05,2,true,3.6085
61,0.2585141577703111,0.13364298028104446,0.07274303015540629,0.17376048030222163,3.125e-05,2,true,4.2188
62,0.24532699628787882,0.12304223372655756,0.070858895778656,0.17141954907599619,3.125e-05,2,true,14.435
63,0.24751562625169754,0.12560351894182317,0.07057292145841262,0.171130611177753,3.125e-05,2,true,3.8537
64,0.24863494406728184,0.12486230954527855,0.07181289441445295,0.17319912616820896,3.125e-05,2,true,3.664
65,0.2401937088545631,0.12038815437870867,0.06813851086532369,0.17222346781807787,3.125e-05,2,true,3.8142
66,0.2386754280065789,0.1175105191548081,0.07003525513059952,0.1704321698669125,3.125e-05,2,true,4.0717
67,0.24380178048330195,0.12376706083031262,0.0689591265776578,0.1702519701245953,1.5625e-05,2,true,4.0017
68,0.23982851689352708,0.12117756147156744,0.06761302053928375,0.17012644668712334,1.5625e-05,2,true,3.8293
